TO,FROM,REASON,SERVER,DATE,CHANNEL
chuygarcia.eth#6692,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
griff#3281,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Vitor Marthendal#0090,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
AmwFund#0979,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
eduardovegap#0422,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Gus#1951,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Juankbell#7458,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
jugaadbhatia#0949,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
LBS#6541,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
liviade#1387,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
MS#4235,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
natesuits#4789,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Jolie_Ze#0295,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
santigs#9769,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Zeptimus#3359,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
David (please DYOR...)#4116,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Dan Knobelsdorf.eth#0326,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
nic#9212,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
RA | Ocean#8791,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
xm3van#0929,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Rohekbenitez#8753,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ZER8🧠#9093,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
🐙 peth don't need your eth#8052,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
solsista#5370,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
MS#4235,Tam2140#9361,for asking about being able to dish praise and a very good sync about the projects you are working on and how you found us in the TEC. I see there will be a lot of value you bring. Offering help on the education module of the CCD was very good news to hear. ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,MS#4235,for a great conversation that inspired deep thought and helped provide even more background about everything going on in the community. The conversation left me buzzing and energized for the day! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,@lefterisjp | Rotki for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-08-2021,🙌praise
SteveWright#3039,iviangita#3204,@lefterisjp | Rotki for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-08-2021,🙌praise
Ekeneodigwe#1502,iviangita#3204,@lefterisjp | Rotki for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-08-2021,🙌praise
xdamman#3734,iviangita#3204,@lefterisjp | Rotki for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-08-2021,🙌praise
lefterisjp | Rotki#7253,iviangita#3204,@lefterisjp | Rotki for mentioning or retweeting Commons Stack on the socials the past week! Thank you for helping us grow the Commons Stack community and spreading the message! 🙏🏼🌱 ,Commons Stack,Oct-08-2021,🙌praise
ALOYSIOUS#3049,iviangita#3204, @KZ Flyer for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-08-2021,🙏｜praise
BiancaGadelha#2667,iviangita#3204, @KZ Flyer for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-08-2021,🙏｜praise
DaveW#9619,iviangita#3204, @KZ Flyer for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-08-2021,🙏｜praise
GideonRo#3175,iviangita#3204, @KZ Flyer for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-08-2021,🙏｜praise
innov8tor3#3988,iviangita#3204, @KZ Flyer for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-08-2021,🙏｜praise
KZ Flyer#0926,iviangita#3204, @KZ Flyer for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-08-2021,🙏｜praise
acidlazzer#5796,iviangita#3204, @KZ Flyer for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-08-2021,🙏｜praise
DJBritStar#9267,iviangita#3204, @KZ Flyer for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️ ,Token Engineering Commons,Oct-08-2021,🙏｜praise
divine_comedian#5493,iviangita#3204,@Paul Haas @Mount Manu @David (please DYOR...) for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,@Paul Haas @Mount Manu @David (please DYOR...) for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-08-2021,🙏｜praise
liviade#1387,iviangita#3204,@Paul Haas @Mount Manu @David (please DYOR...) for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Vyvy-vi#5040,iviangita#3204,@Paul Haas @Mount Manu @David (please DYOR...) for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-08-2021,🙏｜praise
griff#3281,iviangita#3204,@Paul Haas @Mount Manu @David (please DYOR...) for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Paul Haas#7536,iviangita#3204,@Paul Haas @Mount Manu @David (please DYOR...) for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-08-2021,🙏｜praise
randomshinichi#1165,iviangita#3204,@Paul Haas @Mount Manu @David (please DYOR...) for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,@Paul Haas @Mount Manu @David (please DYOR...) for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-08-2021,🙏｜praise
natesuits#4789,iviangita#3204,@Paul Haas @Mount Manu @David (please DYOR...) for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ,Token Engineering Commons,Oct-08-2021,🙏｜praise
